SubjectID,StimulusType,response,RT
8002,1,1,510
8002,1,1,378
8002,1,1,361
8002,1,1,313
8002,1,1,346
8002,1,1,328
8002,1,1,364
8002,1,1,346
8002,1,1,327
8002,0,0,0
8002,1,1,328
8002,1,1,344
8002,1,1,345
8002,1,1,378
8002,1,1,329
8002,1,1,364
8002,0,0,0
8002,1,1,298
8002,0,1,328
8002,1,1,362
8002,1,1,378
8002,1,1,345
8002,1,1,394
8002,1,1,362
8002,1,1,361
8002,1,1,361
8002,1,1,378
8002,1,1,462
8002,1,1,377
8002,1,1,345
8002,1,1,344
8002,1,1,345
8002,1,1,362
8002,1,1,329
8002,1,1,351
8002,1,1,347
8002,1,1,312
8002,1,1,328
8002,1,1,311
8002,0,0,0
8002,1,1,343
8002,1,1,318
8002,1,1,328
8002,0,0,0
8002,1,1,312
8002,1,1,333
8002,1,1,363
8002,1,1,411
8002,1,1,429
8002,1,1,360
8002,1,1,361
8002,1,1,397
8002,1,1,313
8002,1,1,313
8002,1,1,343
8002,1,1,363
8002,0,0,0
8002,0,0,0
8002,1,1,350
8002,0,0,0
8002,0,1,343
8002,1,1,400
8002,1,1,397
8002,0,0,0
8002,0,0,0
8002,1,1,411
8002,1,1,377
8002,1,1,427
8002,0,0,0
8002,1,1,378
8002,1,1,313
8002,1,1,348
8002,0,0,0
8002,1,1,379
8002,1,1,394
8002,1,1,360
8002,1,1,379
8002,0,0,0
8002,0,0,0
8002,0,0,0
8002,1,1,409
8002,1,1,282
8002,1,1,345
8002,1,1,344
8002,1,1,346
8002,1,1,344
8002,1,1,329
8002,0,0,0
8002,1,1,311
8002,1,1,311
8002,0,0,0
8002,1,1,297
8002,0,1,313
8002,1,1,360
8002,1,1,461
8002,1,1,362
8002,1,1,378
8002,1,1,385
8002,1,1,344
8002,0,0,0
